0	61905
1	5357
2	38653
3	177827
4	134583
5	349022
6	489290
7	298441
8	602602
9	449481
10	346624
11	364440
12	321145
13	540305
14	284147
15	154436
16	518305
17	503294
18	264534
19	176416
20	454706
21	238981
22	487083
23	570727
24	89426
25	272272
26	522247
27	412637
28	545022
29	330580
30	112461
31	587319
32	110082
33	120642
34	99513
35	214951
36	350284
37	141928
38	515185
39	560115
40	211182
41	433246
42	391920
43	148862
44	595896
45	251676
46	559478
47	478026
48	474054
49	372802
50	370556
51	407812
52	368419
53	167227
54	148769
55	143219
56	394244
57	350557
58	295528
59	171602
60	571414
61	136966
62	507915
63	456158
64	369174
65	152302
66	311859
67	326441
68	100276
69	371078
70	110149
71	482327
72	569867
73	235587
74	307338
75	185099
76	295982
77	160031
78	487563
79	413461
80	177347
81	211885
82	572245
83	424269
84	325623
85	400539
86	374910
87	322229
88	180252
89	91695
90	377568
91	86629
92	328008
93	263373
94	415371
95	552101
96	407822
97	349616
98	101956
99	591879
100	565559
101	422057
102	156232
103	397406
104	418017
105	397913
106	525325
107	196608
108	308019
109	579534
110	271714
111	543576
112	88052
113	293579
114	177340
115	485412
116	410179
117	152642
118	551448
119	482128
120	250955
121	278396
122	363130
123	185217
124	398681
125	289275
126	589880
127	321831
128	495051
129	84763
130	321007
131	374935
132	303295
133	576625
134	376358
135	267375
136	561503
137	461581
138	141875
139	142259
140	423022
141	132433
142	422226
143	371383
144	321066
145	326825
146	479076
147	379275
148	398205
149	419435
150	367205
151	134960
152	323328
153	547599
154	327209
155	352570
156	374415
157	322086
158	352763
159	413293
160	336791
161	255639
162	597672
163	133523
164	113101
165	383752
166	240532
167	377546
168	440170
169	182077
170	359754
171	426696
172	177350
173	595063
174	255493
175	183930
176	543362
177	463976
178	453735
179	112932
180	375685
181	158745
182	480367
183	241670
184	516537
185	227174
186	320324
187	181033
188	467318
189	371374
190	157150
191	346526
192	197444
193	232843
194	205423
195	164497
196	395653
197	134424
198	461774
199	574421
200	277150
201	478311
202	210232
203	601975
204	106656
205	289052
206	446196
207	409894
208	512738
209	572610
210	369753
211	212594
212	279133
213	576323
214	157174
215	236363
216	126859
217	223347
218	84253
219	280190
220	395299
221	325071
222	490047
223	166479
224	238336
225	298234
226	328641
227	388601
228	376366
229	244606
230	542589
231	601300
232	262320
233	163852
234	194692
235	576797
236	403235
237	342874
238	469043
239	132568
240	365941
241	223824
242	410422
243	329605
244	478265
245	364538
246	111080
247	572954
248	312219
249	197425
250	121222
251	516184
252	252462
253	395347
254	484626
255	319175
256	294781
257	327698
258	363612
259	573621
260	110626
261	235341
262	589266
263	465443
264	190276
265	307261
266	411955
267	437536
268	525482
269	344280
270	330764
271	138444
272	165769
273	408358
274	177345
275	520423
276	554432
277	166390
278	506577
279	205146
280	384505
281	260286
282	245802
283	134695
284	438019
285	338740
286	304145
287	591517
288	323232
289	512473
290	175409
291	279374
292	164829
293	299808
294	516135
295	157797
296	438058
297	349359
298	383285
299	227560
300	162551
301	410808
302	482525
303	401352
304	388073
305	282209
306	499639
307	323497
308	177170
309	279483
310	184638
311	570781
312	537317
313	588608
314	559682
315	181290
316	476077
317	235405
318	520662
319	344742
320	392335
321	514952
322	324168
323	464015
324	418684
325	377900
326	230694
327	439838
328	126377
329	256983
330	520229
331	155434
332	600222
333	504892
334	591327
335	134532
336	294711
337	332235
338	445745
339	388107
340	485286
341	535813
342	205257
343	164254
344	177516
345	445313
346	400208
347	462116
348	224926
349	101958
350	449770
351	354889
352	287442
353	258186
354	384459
355	583018
356	328487
357	492627
358	393439
359	382082
360	569878
361	167243
362	499269
363	595228
364	273637
365	320727
366	583652
367	474839
368	291596
369	438249
370	497170
371	280484
372	88169
373	513847
374	327899
375	574602
376	109362
377	274483
378	371681
379	430387
380	128143
381	368950
382	495491
383	369701
384	135989
385	252754
386	264839
387	96991
388	457547
389	445849
390	600901
391	484983
392	168145
393	487906
394	253452
395	202639
396	571358
397	588256
398	112918
399	348311
400	100985
401	185683
402	554291
403	478798
404	531353
405	377354
406	94322
407	100106
408	129731
409	496533
410	488054
411	506226
412	549116
413	319598
414	344040
415	122874
416	268341
417	545382
418	492149
419	275167
420	266960
421	177341
422	480019
423	513651
424	125726
425	370578
426	457028
427	564409
428	602913
429	465742
430	315225
431	148093
432	479633
433	413736
434	523551
435	593915
436	170348
437	580494
438	165673
439	125552
440	242666
441	414456
442	477826
443	380933
444	475719
445	283563
446	408128
447	474752
448	338057
449	227516
450	296903
451	252864
452	543050
453	187211
454	162511
455	146807
456	98532
457	113307
458	137254
459	572200
460	380796
461	573295
462	84914
463	187988
464	558314
465	207855
466	377688
467	488589
468	84187
469	573236
470	228989
471	204014
472	471098
473	270818
474	107483
475	209678
476	208488
477	457359
478	294717
479	124475
480	494246
481	177344
482	377007
483	316984
484	530735
485	496053
486	438192
487	189048
488	393709
489	573168
490	399685
491	305517
492	85234
493	600209
494	491254
495	556610
496	215374
497	445988
498	154990
499	590803
500	545218
501	512179
502	205313
503	544802
504	154281
505	189989
506	301367
507	321446
508	262191
509	278163
510	159459
511	129630
512	520734
513	325896
514	243552
515	293018
516	577070
517	173234
518	336255
519	546513
520	258529
521	118296
522	572702
523	368078
524	170590
525	365404
526	223238
527	211030
528	533110
529	596570
530	457575
531	243315
532	543873
533	543762
534	598601
535	109256
536	134408
537	341367
538	250147
539	475478
540	595837
541	353200
542	128063
543	174559
544	333176
545	592068
546	501856
547	577684
548	156032
549	170415
550	392446
551	540751
552	455417
553	310135
554	444197
555	574444
556	345073
557	239916
558	375434
559	33039
560	62916
561	236485
562	195878
563	587524
564	543583
565	299998
566	516087
567	518598
568	251686
569	133431
570	153001
571	198491
572	342432
573	377833
574	367683
575	507297
576	515182
577	273099
578	565673
579	243168
580	211224
581	406698
582	231156
583	532184
584	584332
585	413129
586	168489
587	429057
588	421189
589	433948
590	395174
591	143652
592	475048
593	446762
594	577279
595	365328
596	267900
597	200598
598	475890
599	369689
600	277179
601	251744
602	193891
603	329383
604	84037
605	513753
606	227501
607	147060
608	234873
609	570772
610	110981
611	594369
612	143144
613	373164
614	500953
615	345630
616	410959
617	164583
618	332382
619	171672
620	358894
621	138434
622	547378
623	254506
624	106504
625	221731
626	87423
627	395053
628	450221
629	188992
630	571440
631	149265
632	351509
633	532228
634	332000
635	496297
636	154425
637	501212
638	485180
639	121492
640	571516
641	335141
642	562551
643	62304
644	30457
645	57542
646	176
647	19574
648	462893
649	353701
650	152170
651	247474
652	105946
653	392329
654	531770
655	386494
656	259800
657	553770
658	342856
659	429572
660	597741
661	409333
662	209307
663	341573
664	149142
665	240591
666	378111
667	480369
668	480703
669	249204
670	413893
671	212157
672	496298
673	560242
674	550610
675	106249
676	300784
677	364833
678	539709
679	225711
680	379320
681	97074
682	372777
683	155497
684	377257
685	564641
686	511825
687	261497
688	150459
689	498239
690	495821
691	380465
692	293752
693	556262
694	139733
695	540037
696	399992
697	392055
698	571362
699	514883
700	421129
701	141672
702	527843
703	447157
704	78046
705	19395
706	29263
707	80078
708	38130
709	50653
710	269259
711	110114
712	225387
713	380950
714	207250
715	357198
716	459561
717	371333
718	233673
719	406171
720	577133
721	515472
722	423552
723	511415
724	227635
725	578564
726	493740
727	323632
728	535050
729	403240
730	146885
731	212070
732	240602
733	129355
734	113040
735	285233
736	195981
737	496018
738	550309
739	502239
740	164409
741	36528
742	42626
743	70024
744	39881
745	30744
746	418745
747	274751
748	178028
749	171641
750	158175
751	390819
752	408369
753	296938
754	256412
755	234143
756	229478
757	553857
758	568325
759	154327
760	353844
761	152355
762	562192
763	375077
764	242609
765	187399
766	197666
767	286337
768	581686
769	162023
770	333964
771	440281
772	308584
773	424776
774	208956
775	106551
776	428284
777	505874
778	119314
779	590657
780	161420
781	179674
782	247667
783	166819
784	88050
785	153302
786	563212
787	329742
788	503644
789	108637
790	84302
791	352596
792	210386
793	360285
794	366696
795	392160
796	92664
797	558934
798	106655
799	386732
800	212649
801	422130
802	173840
803	458904
804	161655
805	173211
806	308981
807	200646
808	556280
809	177093
810	502921
811	559967
812	430514
813	194579
814	131994
815	294028
816	459145
817	530623
818	268608
819	460059
820	501313
821	202046
822	99966
823	107058
824	394311
825	595774
826	222305
827	205571
828	298817
829	535137
830	195467
831	529396
832	441925
833	263123
834	125339
835	570774
836	192278
837	294673
838	308284
839	111992
840	293592
841	500839
842	183260
843	518923
844	167167
845	301869
846	385923
847	85207
848	295850
849	416064
850	366226
851	299481
852	460601
853	137272
854	229127
855	137226
856	570321
857	431620
858	519314
859	493501
860	583548
861	179529
862	552337
863	500344
864	427120
865	97370
866	429333
867	477722
868	91766
869	436210
870	87738
871	597310
872	122046
873	496145
874	569772
875	84069
876	501389
877	330169
878	109718
879	320076
880	370494
881	282999
882	494999
883	159671
884	569704
885	395950
886	352364
887	246328
888	545149
889	422425
890	93353
891	161491
892	461131
893	112740
894	431261
895	564202
896	514505
897	97877
898	521181
899	512201
900	206748
901	301345
902	175742
903	418260
904	183181
905	247853
906	546088
907	251599
908	421360
909	289097
910	467117
911	284933
912	468761
913	456650
914	271246
915	262033
916	485659
917	487026
918	554548
919	600002
920	488931
921	425825
922	496311
